meta-date,complaint-title,complaint-title href,readmore
"14 Jan, 1:58",EVAKUASI ULAR,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501131852561736769176320,Assalamu alaikum.wr.wb...tabe melaporkan adanya seekor ular di dalam rumah warga di jalan harapan kel.kampung Baru Kec. Bacukiki barat...mohon bantuannya untuk dievakuasi..terima kasih.
"8 Jan, 1:43",EVAKUASI ULAR,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501071303381736229818130,"Assalamu alaikum wr.wb....tabe pak melaporkan adanya  ular besar sektar rumah warga di jalan Lammide Pude'e Kelurahan Lompoe, Kecamatan Bacukiki,. Mohon untuk segera di evakuasi, terima kasih"
"2 Jan, 8:50",EVAKUASI BIAWAK,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202501021544201735807460248,"Assalamu alaikum wr.wb...tabe pak melaporkan adanya seekor biawak besar di dalam rumah di Jalan Damis lr. 04 sumpang minangae parepare, mohon untuk segera ditindaklanjuti..terima kasih"
"2 Jan, 8:48",EVAKUASI BIAWAK,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202501020855291735782929722,Assalamu Alaikum wr.wb....tabe pak mohon untuk di bantu mengevakuasi seekor biawak/puarang yang ada di sekitar rumah di jalan mattirotasi depan kantor kecamatan ujung parepare..
"24 Des 2024, 06:48",penyemprotan saluran air,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-202412241049301735012170040,"Tabe pak melaporkan kondisi saluran air/ drainase depan rumah yang tersumbat yang dapat mengakibatkan banjir pada saat hujan, di mohon bantuannya untuk melakukan penyemprotan saluran air di  di jalan ujung lare kecamatan soreang"
"24 Des 2024, 06:50",Penyemprotan Saluran Air,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-202412241044211735011861330,Assalamu alaikum wr.wb.... Tabe pak mohon bantuannya untuk penyemprotan saluran air yang tersumbat di jalan jend. Sudirman  kel. Cappa galung Kecamatan bacukiki Barat. Terima kasih
"23 Des 2024, 03:11",Evakuasi biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202412221646031734860763979,Assalamu Alaikum wr.wb....tabe pak melaporkan adanya seekor biawak di dalam rumah yang mau di evakuasi.lokasi jalan mattirotasi dekat pres ban pemuda./sultan mohon untuk segera ditindaklanjuti..terimakasih
"23 Des 2024, 01:52",Penyemprotan saluran air,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-202412221640421734860442109,Assalamu Alaikum wr.wb....tabe pak melaporkan mohon bantuannya untuk penyemprotan saluran air yang tersumbat di jalan Syamsul Bahri dekat kantor pegadaian. Mohon untuk segera ditindaklanjuti..terima kasih
"23 Des 2024, 03:07",Evakuasi rumah Longsor,https://www.lapor.go.id/laporan/detil/evakuasi-rumah-longsor-202412211531091734769869297,Assalamu Alaikum wr.wb.....melaporkan adanya rumah yang tekena longsor akibat hujan deras di lapadde mas blok H..mohon di bantu untuk mengevakuasi rumah yang terdampak longsor...terima kasih
"23 Des 2024, 02:04",Evakuasi batang pohon,https://www.lapor.go.id/laporan/detil/evakuasi-batang-pohon-202412211524501734769490811,Assalamu Alaikum wr.wb....tabe pak di harap bantuannya untuk mengevakuasi batang pohon yang mengakibatkan banjir rumah warga di jalan mattirotasi dekat masjid Nurul yasin kelurahan cappa Galung kecamatan Bacukiki barat.mohon segera ditindaklanjuti...terima kasih
"20 Des 2024, 10:52",Pohon tumbang,https://www.lapor.go.id/laporan/detil/pohon-tumbang-202412191948221734612502286,"Tabe pak....mohon bantuannya untuk evakuasi pohon tumbang yang tertimpah di atas atap rumah, lokasi jalan masuk pesantren AL badar Bilalangnge kecamatan bacukiki.mohon untuk segera ditindaklanjuti, terima kasih"
"19 Des 2024, 14:46",Evakuasi biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202412191119271734581967500,Tabe pak melaporkan untuk di evakuasi seekor biawak yang masuk di dalam rumah di jalan mattirotasi dekat dari pasar labukkang..mohon untuk segera ditindaklanjuti...terima kasih
"19 Des 2024, 14:43",Evakuasi Pohon tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202412191114401734581680298,Assalamu Alaikum... Tabe melaporkan adanya pohon tumbang akibat angin kencang  di daerah tonrangeng tembus permandian lumpur...mohon untuk segera ditindaklanjuti...
"19 Des 2024, 07:51",Evakuasi biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202412181743001734518580853,"Tabe...mohon untuk di bantu mengevakuasi seekor biawak yang masuk di dalam rumah, BTN Cempaka Putih Blok D/4 Lapadde.mohon untuk segera ditindaklanjuti...."
"19 Des 2024, 07:48",PENYEMPROTAN DRAINASE,https://www.lapor.go.id/laporan/detil/penyemprotan-drainase-202412181731181734517878437,Assalamu Alaikum wr.wb....tabe pak mohon dibantu untuk penyemprotan drainase di jalan H.P. Cara RT 03 RW 01 kelurahan Tirosompe kecamatan Bacukiki Barat. Mohon untuk segera ditindaklanjuti.terima kasih
"18 Des 2024, 17:21",Penyemprotan Jalan,https://www.lapor.go.id/laporan/detil/penyemprotan-jalan-202412171731441734431504851,Assalamu Alaikum wr.wb....tabe melaporkan untuk penyemprotan jalanan yang berlumpur  di jalan ambo matti karena dapat membahayakan bagi warga yang melintas atau pengendara....mohon untuk segera ditindaklanjuti
"18 Des 2024, 17:25",Evakuasi Biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202412171436041734420964846,Assalamu Alaikum wr.wb.... Tabe pak mohon dibantu untuk mengevakuasi seekor biawak yang masuk kedalam rumah di BTN Yasmin jalan Kelapa Gading parepare... Terima kasih
"12 Des 2024, 04:05",Pohon Tumbang,https://www.lapor.go.id/laporan/detil/pohon-tumbang-202412111209531733893793015,"Tabe Pak....melaporkan adanya pohon yang tumbang akibat angin kencang  di jalan manunggal parepare mohon untuk segera ditindaklanjuti, terima kasih"
"11 Des 2024, 05:06",Evakuasi Ular di dalam rumah,https://www.lapor.go.id/laporan/detil/evakuasi-ular-di-dalam-rumah-202412110931581733884318551,Assalamu alaikum wr.wb.... Tabe pak mohon bantuannya untuk mengevakuasi ular yang masuk di dalam rumah di jalan Ambo Matti dekat BTN BPR Residance....terimah kasih
"9 Des 2024, 01:12",Pohon tumbang,https://www.lapor.go.id/laporan/detil/pohon-tumbang-202412061721571733480517261,Assalamu Alaikum wr.wb.....melaporkan pohon tumbang yang menimpa sebuah rumah di depan gerbang BTN grand Sulawesi Jl. Jend. M.yusuf Parepare...mohon untuk ditindaklanjuti....terima kasih
"9 Des 2024, 01:12",Evakuasi Pohon tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202412061717311733480251761,Assalamu Alaikum wr.wb....tabe pak mohon di bantu untuk evakuasi pohon tumbang  di BTN Yasmin Blok F Parepare...terima kasih
"9 Des 2024, 01:08",Evakuasi Pohon,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-202412061432281733470348297,Assalamu Alaikum wr.wb.....Tabe Mohon untuk Di bantu Evakuasi Pohon Tumbang di atas rumah warga  di  Jalan Tinumbu Sumpang Minangae parepare. Terimakasih
"13 Nov 2024, 1:38",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202411121947101731415630433,Assalamu Alaikum wr.wb....tabe pak mohon bantuan nya untuk mengevakuasi seekor ular yang ada di atas pintu kamar mandi..alamat rumah di jalan atletik no. 42 Parepare...terimakasih
"7 Nov 2024, 7:05",Evakuasi Biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202411071337201730961440330,"Assalamu alaikum wr.wb....tabe pak mohon bantuan untuk mengevakuasi seekor biawak  yang ada di dalam rumah, lokasi di jalan laupe  dekat masjid nurul Fahala  soreang..terima kasih"
"28 Okt 2024, 08:19",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410281356121730098572222,Assalamu Alaikum wr.wb....Tabe melaporkan terjadi kebakaran lahan di daerah kampung baru Labempa  Kecamatan Bacukiki Kota Parepare...mohon untuk segera ditindaklanjuti
"25 Okt 2024, 07:59",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251429521729841392927,"Tabe pak...Mohon Bantuannya untuk evakuasi ular yang masuk di dalam rumah, perumahan Grand Sulawesi Blok I/90 parepare...terima kasih"
"25 Okt 2024, 07:21",Penyemprotan Drainase,https://www.lapor.go.id/laporan/detil/penyemprotan-drainase-202410251358411729839521504,Assalamu Alaikum wr.wb.....Tabe pak mohon di bantu untuk penyemprotan drainase/selokan depan masjid Darul Ilmi Perumahan Perumnas Blok F kecamatan Bacukiki...terima kasih
"25 Okt 2024, 07:24",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410251353021729839182436,Assalamu alaikum wr.wb...tabe telah terjadi kebakaran lahan di daerah Lemoe dekat patung jambu mente...mohon segera ditindaklanjuti
"21 Okt 2024, 01:13",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410191607011729328821389,Assalamu Alaikum...tabe terjadi kebakaran lahan di Depan cafe amais jalan Jend. Sudirman..mohon untuk segera ditindaklanjuti....terima kasih
"8 Okt 2024, 07:00",Evakuasi Pohon Tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202410081337021728369422881,Assalamu alaikum wr.wb....Tabe pak mohon bantuannya untuk evakuasi/ pengangkatan batang pohon yang tumbang...mohon ditindaklanjuti pak terima kasih
"8 Okt 2024, 04:08",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410051858021728129482066,Bismillah.....tabe melaporkan terjadi kebakaran lahan di dekat pesantren Al Badar Bilalangnge Bacukiki...mohon segera ditindaklanjuti....terimaksih
"8 Okt 2024, 03:48",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410051112451728101565149,Assalamu alaikum....tabe pak terjadi kebakaran lahan di dekat perumahan PNS  di perumnas. Mohon segera ditindaklanjuti
"5 Okt 2024, 01:33",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410020856071727834167297,Assalamu Alaikum Wr.Wb..... Tabe terjadi kebakaran lahan lokasi depan BTN Carlos. Mohon untuk segera ditindaklanjuti
"30 Sep 2024, 4:14",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409291101251727582485078,Assalamu Alaikum wr.wb....tabe terjadi kebakaran lahan di samping PT Panen  Mas Bulog Lapadde.mohon untuk segera ditindaklanjuti..terima kasih
"26 Sep 2024, 3:25",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409260917481727317068058,Assalamu alaikum wr.wb...tabe terjadi kebakaran lahan di dekat warung dua putri sebelum SMP Neg. 8 Parepare...mohon untuk segera ditindaklanjuti
"7 Okt 2024, 17:04",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409231204521727067892035,"Assalamu Alaikum wr.wb Tabe pak terjadi kebakaran lahan di daerah tonrangeng dalam jalan latasakka..mohon segera ditindaklanjuti, terima kasih."
"7 Okt 2024, 17:04",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409231202501727067770030,Assalamu Alaikum wr.wb....tabe terjadi kebakaran lahan di jalan H. Agussalim depan serbu...mohon segera ditindaklanjuti karena dekat dari rumah warga
"4 Okt 2024, 17:04",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409201232351726810355460,"Tabe pak terjadi kebakaran lahan di jalan lingkar lanyer  Lapadde dekat gudang nugget, mohon segera ditindaklanjuti pak...terima kasih"
"4 Okt 2024, 17:04",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409201225401726809940353,Assalamu alaikum wr.wb.....tabe terjadi kebakaran lahan samping tower tonrangeng dalam kelurahan lumpue. Mohon untuk segera ditindaklanjuti.
"4 Okt 2024, 17:03",Evakuasi Tokek,https://www.lapor.go.id/laporan/detil/evakuasi-tokek-202409201131561726806716340,"Tabe Pak....di Mohon Bantuannya untuk mengevakuasi seekor tokek di Perumahan  BTN D'Naila Blok C No.8 Lapadde,, terima kasih"
"4 Okt 2024, 17:03",Penyemprotan saluran air yang tersumbat,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-yang-tersumbat-202409201128031726806483343,Assalamu alaikum wr.wb....Tabe pak mohon dibantu untuk penyemprotan saluran air yang tersumbat di Perumahan Grand Sulawesi Blok A No. 88....terimah kasih
"4 Okt 2024, 17:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409200906261726797986232,Assalamu alaikum wr.wb....Terjadi kebakaran lahan di jalan lasangga wekke'e dekat warung dua putri sebelum SMP Neg 8 Parepare...Mohon untuk ditindaklanjuti...Terima kasih
"3 Okt 2024, 17:02",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409191241071726724467695,Assalamu alaikum wr.wb.....terjadi kebakaran lahan di dekat BTN arsila dekat dari tower tonrangeng dalam...mohon segera ditindaklanjuti
"3 Okt 2024, 17:00",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409181349581726642198208,"Tabe di informasikan terjadi kebakaran lahan di belakang kantor Kehutanan parepare jalan satelit lapan, mohon segera ditindaklanjuti..terima kasih"
"2 Okt 2024, 17:02",Kebakaran tumpukan kayu,https://www.lapor.go.id/laporan/detil/kebakaran-tumpukan-kayu-202409181011391726629099243,"Assalamu alaikum wr.wb...tabe pak ada tumpukan kayu yang terbakar di depan anjungan cempae soreang belakang pustu, mohon untuk segera ditindaklanjuti pak.terima kasih"
"2 Okt 2024, 17:02",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171425231726557923279,"Assalamu alaikum wr.wb.....tabe pak terjadi kebakaran lahan di belakang kampus Universitas Muhammadiyah Parepare, mohon segera ditindaklanjuti...terimakasih"
"1 Okt 2024, 17:05",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171333181726554798267,"Assalamu alaikum wr.wb....tabe terjadi kebakaran lahan di jalan taebe soreang, mohon segera ditindaklanjuti karena api sudah melebar....terima kasih."
"1 Okt 2024, 17:05",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202409171315261726553726078,"Tabe pak mohon dibantu untuk evakuasi ular di dalam rumah alamat jalan lasiming,,,,terima kasih"
"1 Okt 2024, 17:05",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171236241726551384707,"Assalamu alaikum wr.wb....tabe pak terjadi kebakaran lahan di kampung duri dekat lapangan SMA Neg 3 Parepare, mohon untuk segera ditindaklanjuti pak,, terima kasih."
"1 Okt 2024, 17:05",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171232291726551149451,Assalamu alaikum wr.wb....Tabe terjadi kebakaran lahan di belakang perumahan carlos mohon untuk segera ditindaklanjuti. Terima kasih
"2 Okt 2024, 00:05",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171144081726548248907,Tabe pak terjadi kebakaran lahan di daerah aspol 3 jalan Reformasi mohon untuk segera ditindaklanjuti.terima kasih
"2 Okt 2024, 00:05",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171105191726545919980,"Assalamu alaikum wr.wb.....tabe terjadi kebakaran lahan di daerah bulu batue parepare, mohon untuk segera ditindaklanjuti"
"2 Okt 2024, 00:05",Penyemprotan saluran air yang tersumbat,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-yang-tersumbat-202409171102211726545741537,Assalamu alaikum wr.wb....tabe pak mohon dibantu untuk penyemprotan saluran air yang tersumbat di jalan kelapa gading berlian no.9 parepare
"2 Okt 2024, 00:05",Penyemprotan Jalan,https://www.lapor.go.id/laporan/detil/penyemprotan-jalan-202409171056051726545365085,"Assalamu alaikum wr.wb... Tabe mohon dibantu untuk penyemprotan jalan karena adanya air yang tergenang bekas pecahan telur di depan gereja jalan veteran,"
"2 Okt 2024, 00:01",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409131438541726213134044,Assalamu alaikum wr.wb.... Terjadi kebakaran lahan di jalan lapan dekat karantina...mohon untuk segera ditindaklanjuti
"2 Okt 2024, 00:01",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409131435121726212912260,Assalamu Alaikum wr.wb...tabe terjadi kebakaran lahan di jalan swaka alam lestari sebelum pesantren guffi. Mohon untuk ditindaklanjuti
"2 Okt 2024, 00:02",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409131432501726212770935,Tabe Pak terjadi kebakaran lahan di belakang kantor Golkar Jalan Jend. Sudirman mohon untuk segera ditindaklanjuti karena api sudah menjalar dan melebar...terima kasih
"1 Okt 2024, 00:02",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409121654031726134843501,Assalamu Alaikum wr wb.....tabe terjadi kebakaran lahan di daerah minrulangnge  Parepare dekat pesantren..mohon untuk segera ditindaklanjuti....terima kasih
"1 Okt 2024, 00:02",Evakuasi sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202409121236401726119400255,Assalamu Alaikum wr.wb.....tabe pak mohon dibantu evakuasi sarang tawon karna dapat membahayakan bagi warga sekitar di jalan Lingkar lanyer Tassiso sebelum asrama brimob. Terima kasih
"1 Okt 2024, 00:02",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409121232091726119129226,Assalamu alaikum wr.wb....tabe terjadi kebakaran lahan di belakang Perumahan Bumi Lamario Parepare mohon segera ditindaklanjuti karena berpotensi kena rumah terima kasih
"26 Sep 2024, 17:04",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409111131091726029069296,ASSALAMU ALAIKUM....TABE PAK TERJADI KEBAKARAN LAHAN DI DAERAH PERKUBURAN SARI MINYAK'E  JL. JEND.M. YUSUF MOHON UNTUK SEGERA DITINDAKLANJUTI....
"26 Sep 2024, 17:04",kebakaran lahan dekat gudang,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-dekat-gudang-202409111051491726026709270,"Tabe Pak terjadi kebakaran lahan/alang-alang di Jalan Lariangnyareng dekat dari gudang Nugget, mohon untuk segera ditindaklanjuti..."
"26 Sep 2024, 17:04",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409111047231726026443410,"Assalamu Alaikum wr.wb...tabe terjadi kebakaran lahan di jalan atletik, mohon untuk segera ditindaklanjuti"
"25 Sep 2024, 17:08",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409101355561725951356613,Assalamu alaikum....terjadi kebakaran lahan di jalan Laupe Soreang dekat dari kantor Kelurahan Bukit Harapan.mohon segera ditindaklanjuti
"25 Sep 2024, 17:08",Kebakaran Lahan pada perkuburan islam,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-pada-perkuburan-islam-202409101353301725951210756,Assalamu alaikum wr.wb ...tabe terjadi kebakaran lahan  depan kantor Dinas Kebersihan Kota Parepare titik kebakaran sekitar perkuburan islam. Mohon untuk segera ditindaklanjuti....terima kasih
"25 Sep 2024, 17:08",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409101349411725950981410,Tabe...Terjadi kebakaran lahan di jalan pendidikan belakang kampus IAIN Soreang..Mohon untuk segera ditindaklanjuti
"25 Sep 2024, 17:07",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409091431521725867112198,Tabe... Terjadi kebakaran lahan di daerah kampung mandar titik kebakaran dekat dari perkuburan..mohon untuk segera ditindaklanjuti.
"25 Sep 2024, 17:07",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409091428571725866937081,Assalamu Alaikum.....tabe terjadi kebakaran lahan di daerah minrulangnge dan sudah dekat dari perumahan warga..mohon untuk segera ditindaklanjuti....terima kasih
"25 Sep 2024, 17:07",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409091244411725860681275,Terjadi kebakaran lahan di daerah tongrangeng dalam jalan latasakka parepare...mohon untuk segera ditindaklanjuti oleh dinas terkait.....terima kasih
"25 Sep 2024, 17:07",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409091239011725860341547,Assalamu Alaikum wr.wb....tabe pak terjadi kebakaran lahan di jalan Liu bulo'e dekat dari kampus akbid....mohon untuk segera di tindaklanjuti pak....terima kasih
"24 Sep 2024, 0:10",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409051932511725539571382,Assalamu Alaikum wr.wb tabe pak terjadi kebakaran lahan di jalan laupe dekat kompleks perumahan dosen teknik UMPAR.mohon untuk segera di tindaklanjuti pak...
"21 Sep 2024, 0:03",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409051344171725518657117,"ASSALAMU ALAIKUM WR.WB....TERJADI KEBAKARAN LAHAN DEKAT KANTOR SEKRETARIAT UMPAR PAREPARE, MOHON UNTUK SEGERA DITINDAKLANJUTI........"
"21 Sep 2024, 0:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409051328501725517730828,"Tabe melaporkan Terjadi kebakaran lahan di Daerah Lariangnyareng Lapadde, Mohon untuk segera ditindaklanjuti"
"21 Sep 2024, 0:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409041502141725436934309,Assalamu Alaikum Wr.Wb.....Terjadi kebakaran lahan lokasi dekat Puskesmas Lauleng Soreang Parepare Mohon untuk segera ditindaklanjuti
"20 Sep 2024, 0:00",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409041458321725436712991,Assalamu Alaikum Wr.Wb.....Tabe Pak terjadi Kebakaran lahan di dekat perkuburan Hikma.. Mohon untuk Segera Ditindaklanjuti.....
"19 Sep 2024, 0:00",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409021516431725265003040,Assalamu Alaikum Wr.wb....Tabe pak terjadi kebakaran lahan di jalan Sejahtera depan Masjid Al-Ikhsan  mohon untuk segera ditindaklanjuti...
"20 Sep 2024, 0:00",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409021513571725264837154,"Tabe... Terjadi kebakaran lahan di Jalan Ambo Matti Lapadde,  Mohon segera ditindaklanjuti  terima kasih"
"14 Sep 2024, 0:01",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408291943591724935439635,Terjadi kebakaran lahan di depan kantor kelurahan Galung maloang kec. Bacuciki kota parepare lokasi tepat samping usaha somel.mohon segera ditindaklanjuti...terima kasih
"14 Sep 2024, 0:01",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408291636041724924164441,Tabe terjadi kebakaran lahan di daerah lembah harapan Soreang belakang masjid Al gazirah kota parepare....terimah kasih
"14 Sep 2024, 0:01",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408291629511724923791192,Assalamu alaikum.terjadi kebakaran lahan/alang-alang di belakang lapangan tennis kampus IAIN Parepare.mohon untuk segera ditindaklanjuti.....
"14 Sep 2024, 0:01",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408291626041724923564637,Assalamu Alaikum wr.wb....tabe pak melaporkan terjadi kebakaran lahan di daerah Tegal 2 dekat masjid Al Nur Zam sebelum jembatan.mohon segera ditindaklanjuti....terima kasih
"13 Sep 2024, 0:00",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408281732001724841120323,Assalamu Alaikum wr.wb....tabe  terjadi kebakaran lahan di jalan pendidikan  depan SMP Negeri. 6 Parepare...mohon segera ditindaklanjuti.
"11 Sep 2024, 0:00",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408261847341724672854652,Assalamu Alaikum wr.wb.....terjadi kebakaran lahan/alang-alang dekat perumahan pajak soreang mohon segera di tindak lanjuti....terima kasih
"11 Sep 2024, 0:00",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408261842371724672557874,Tabe terjadi kebakaran lahan di daerah tongrangeng bagian dalam jalan latasakka parepare...mohon segera ditindaklanjuti pak.terima kasih
